2127501,42.352226,-71.071025,o,38,48
2127512,42.352667,-71.071472,o,42,45
2127517,42.352759,-71.071174,o,107,144
2127567,42.352638,-71.07149,o,95,98
2127618,42.352639,-71.071249,o,79,85
2127624,42.35347,-71.072889,o,89,110
2127626,42.352638,-71.07149,o,82,114
2127637,42.35357,-71.073048,o,92,107
2128238,42.352097,-71.072264,o,66,70
2129132,42.352443,-71.071278,o,114,144
2129860,42.349975,-71.075168,o,117,126
2129870,42.349975,-71.075168,o,91,144
2129888,42.349975,-71.075168,o,51,64
2129897,42.349975,-71.075168,o,55,57
2130018,42.352297,-71.07618,o,12,14
2130061,42.353756,-71.07325,o,53,54
2130510,42.353255,-71.071502,o,97,109
2130877,42.352054,-71.072097,o,52,55
2131827,42.352046,-71.071193,o,65,81
2131920,42.350222,-71.078818,o,70,86
2132383,42.351984,-71.076637,o,99,128
2132984,42.350312,-71.076423,o,90,142
2133225,42.352049,-71.071998,w,21,71
2133226,42.352049,-71.071998,w,20,69
2133229,42.352049,-71.071998,w,20,69
2133230,42.352049,-71.071998,w,21,70
2133231,42.352049,-71.071998,w,21,33
2133231,42.352049,-71.071998,w,36,71
2133232,42.352049,-71.071998,w,21,69
2133233,42.352049,-71.071998,w,19,68
2133234,42.352049,-71.071998,w,21,71
2133235,42.352049,-71.071998,w,20,70
2133236,42.352049,-71.071998,w,20,68
2133237,42.352049,-71.071998,w,20,69
2133238,42.352049,-71.071998,w,20,68
2133239,42.352049,-71.071998,w,19,67
2133240,42.352049,-71.071998,w,20,47
2133240,42.352049,-71.071998,w,48,68
2133241,42.352049,-71.071998,w,19,68
2133242,42.352049,-71.071998,w,19,68
2133243,42.352049,-71.071998,w,19,67
2133244,42.352049,-71.071998,w,21,70
2133245,42.352049,-71.071998,w,20,70
2133246,42.352049,-71.071998,w,20,69
2133521,42.352975,-71.074927,o,97,144
2133924,42.351099,-71.075895,o,44,45
2134502,42.353225,-71.074359,w,19,75
2134503,42.353225,-71.074359,w,20,76
2134506,42.353225,-71.074359,w,20,68
2134506,42.353225,-71.074359,w,73,77
2134507,42.353225,-71.074359,w,19,74
2134508,42.353225,-71.074359,w,19,63
2134508,42.353225,-71.074359,w,65,76
2134509,42.353225,-71.074359,w,19,74
2134525,42.353227,-71.07341,o,53,65
2137161,42.349888,-71.076426,o,26,72
2137163,42.349888,-71.076426,o,126,144
2137179,42.351995,-71.073085,o,43,58
2138499,42.34934,-71.076837,o,70,71
2141700,42.353276,-71.075209,o,30,32
2141704,42.353276,-71.075209,o,50,51
2143147,42.353169,-71.075229,o,97,101
2144446,42.352997,-71.071513,o,69,78
2144472,42.352414,-71.071595,o,50,74
2144473,42.352414,-71.071595,o,23,45
2145492,42.353176,-71.073362,o,61,66
2146264,42.352653,-71.071635,o,54,56
2147434,42.349771,-71.07622,h,1,144
2147435,42.349771,-71.07622,h,1,40
2147435,42.349771,-71.07622,h,71,78
2147435,42.349771,-71.07622,h,90,144
2147436,42.349771,-71.07622,h,1,41
2147436,42.349771,-71.07622,h,73,82
2147437,42.349771,-71.07622,h,1,41
2147437,42.349771,-71.07622,h,74,75
2147437,42.349771,-71.07622,h,109,144
2147438,42.349771,-71.07622,h,1,41
2147438,42.349771,-71.07622,h,72,144
2147439,42.349771,-71.07622,h,1,41
2147439,42.349771,-71.07622,h,74,144
2147440,42.349771,-71.07622,h,1,21
2147440,42.349771,-71.07622,h,73,99
2147440,42.349771,-71.07622,h,104,144
2147441,42.349771,-71.07622,h,1,41
2147441,42.349771,-71.07622,h,72,144
2147442,42.349771,-71.07622,h,1,25
2147442,42.349771,-71.07622,h,72,86
2147443,42.349771,-71.07622,h,1,42
2147443,42.349771,-71.07622,h,73,144
2147444,42.349771,-71.07622,h,1,40
2147444,42.349771,-71.07622,h,72,144
2147445,42.349771,-71.07622,h,1,40
2147445,42.349771,-71.07622,h,73,144
2147446,42.349771,-71.07622,h,1,40
2147446,42.349771,-71.07622,h,72,144
2147447,42.349771,-71.07622,h,1,41
2147447,42.349771,-71.07622,h,73,144
2147448,42.349771,-71.07622,h,1,36
2147448,42.349771,-71.07622,h,72,144
2147449,42.349771,-71.07622,h,1,41
2147449,42.349771,-71.07622,h,73,144
2147450,42.349771,-71.07622,h,1,42
2147450,42.349771,-71.07622,h,73,93
2147450,42.349771,-71.07622,h,121,134
2147451,42.349771,-71.07622,h,1,42
2147451,42.349771,-71.07622,h,74,144
2147452,42.349771,-71.07622,h,1,40
2147452,42.349771,-71.07622,h,72,144
2147453,42.349771,-71.07622,h,1,41
2147453,42.349771,-71.07622,h,73,144
2147454,42.349771,-71.07622,h,1,144
2147455,42.349771,-71.07622,h,1,42
2147455,42.349771,-71.07622,h,73,100
2147455,42.349771,-71.07622,h,103,144
2147456,42.349771,-71.07622,h,1,77
2147456,42.349771,-71.07622,h,88,144
2147457,42.349771,-71.07622,h,1,107
2147458,42.349771,-71.07622,h,1,41
2147458,42.349771,-71.07622,h,73,144
2147459,42.349771,-71.07622,h,1,40
2147459,42.349771,-71.07622,h,72,144
2147460,42.349771,-71.07622,h,1,41
2147460,42.349771,-71.07622,h,72,144
2147461,42.349771,-71.07622,h,1,42
2147461,42.349771,-71.07622,h,73,144
2147462,42.349771,-71.07622,h,1,41
2147462,42.349771,-71.07622,h,73,144
2147463,42.349771,-71.07622,h,1,42
2147463,42.349771,-71.07622,h,74,91
2147464,42.349771,-71.07622,h,1,42
2147464,42.349771,-71.07622,h,73,144
2147465,42.349771,-71.07622,h,1,41
2147465,42.349771,-71.07622,h,73,144
2147466,42.349771,-71.07622,h,1,41
2147466,42.349771,-71.07622,h,72,76
2147467,42.349771,-71.07622,h,1,40
2147467,42.349771,-71.07622,h,72,144
2147468,42.349771,-71.07622,h,1,40
2147469,42.349771,-71.07622,h,1,41
2147469,42.349771,-71.07622,h,73,144
2147470,42.349771,-71.07622,h,1,40
2147470,42.349771,-71.07622,h,73,144
2147471,42.349771,-71.07622,h,1,40
2147471,42.349771,-71.07622,h,72,106
2147472,42.349771,-71.07622,h,1,41
2147472,42.349771,-71.07622,h,74,144
2147473,42.349771,-71.07622,h,1,41
2147473,42.349771,-71.07622,h,73,144
2147474,42.349771,-71.07622,h,1,41
2147474,42.349771,-71.07622,h,72,75
2147474,42.349771,-71.07622,h,96,98
2147474,42.349771,-71.07622,h,103,106
2147475,42.349771,-71.07622,h,1,65
2147475,42.349771,-71.07622,h,73,144
2147476,42.349771,-71.07622,h,1,41
2147476,42.349771,-71.07622,h,74,113
2147476,42.349771,-71.07622,h,128,144
2147477,42.349771,-71.07622,h,1,40
2147477,42.349771,-71.07622,h,74,75
2147477,42.349771,-71.07622,h,122,144
2147478,42.349771,-71.07622,h,1,26
2147478,42.349771,-71.07622,h,78,144
2147479,42.349771,-71.07622,h,1,42
2147479,42.349771,-71.07622,h,75,144
2147480,42.349771,-71.07622,h,1,23
2147480,42.349771,-71.07622,h,90,144
2147481,42.349771,-71.07622,h,1,42
2147481,42.349771,-71.07622,h,74,79
2147481,42.349771,-71.07622,h,87,144
2148369,42.352243,-71.073078,o,75,104
2148412,42.349596,-71.076075,o,24,31
2148415,42.352243,-71.073078,o,51,60
2148417,42.349596,-71.076075,o,60,65
2149742,42.35169,-71.077477,o,59,64
2149745,42.35169,-71.077477,o,46,60
2149745,42.35169,-71.077477,o,63,65
2149747,42.35169,-71.077477,o,68,85
2149751,42.35169,-71.077477,o,20,26
2149753,42.35169,-71.077477,o,97,104
2149759,42.35169,-71.077477,o,67,73
2149774,42.35169,-71.077477,o,73,75
2149792,42.35169,-71.077477,o,73,91
2149794,42.35169,-71.077477,o,46,52
2149804,42.35169,-71.077477,o,85,121
2149810,42.35169,-71.077477,o,80,85
2149812,42.35169,-71.077477,o,21,25
2149814,42.350672,-71.076431,o,79,84
2149819,42.352916,-71.071348,o,128,144
2149822,42.35169,-71.077477,o,46,63
2150185,42.350155,-71.076133,o,45,52
2150490,42.352916,-71.072056,o,9,47
2150602,42.352916,-71.072056,o,83,115
2150832,42.350259,-71.078626,o,58,63
2150878,42.351875,-71.073614,o,42,60
2150889,42.351875,-71.073614,o,95,144
2150891,42.351875,-71.073614,o,11,24
2150892,42.351875,-71.073614,o,125,144
2150899,42.351875,-71.073614,o,102,111
2151217,42.349862,-71.078182,o,78,79
2151686,42.353046,-71.071943,o,55,63
2153478,42.349788,-71.076422,o,65,89
2155549,42.353107,-71.072074,o,58,82
2155576,42.353107,-71.072074,o,87,96
2156589,42.350224,-71.07663,o,66,73
2156728,42.350699,-71.079861,o,28,36
2156808,42.353232,-71.071415,o,50,55
2156809,42.353232,-71.071415,o,35,37
2156843,42.353232,-71.071415,o,75,100
2157292,42.352556,-71.07259,o,43,45
2158071,42.350789,-71.07646,o,88,89
2159404,42.353046,-71.071943,o,70,83
2160590,42.350268,-71.075269,o,104,120
2160605,42.352267,-71.073423,o,29,56
2160628,42.352267,-71.073423,o,77,95
2160638,42.350268,-71.075269,o,94,97
2160659,42.34959,-71.076289,o,115,144
2160667,42.350268,-71.075269,o,76,89
2160680,42.350268,-71.075269,o,49,50
2160703,42.352267,-71.073423,o,81,83
2161000,42.35127,-71.071258,o,40,42
2163907,42.351497,-71.072267,o,37,46
2166011,42.352382,-71.072888,o,21,25
2166017,42.352382,-71.072888,o,101,115
2166155,42.351244,-71.074294,o,47,65
2166947,42.350388,-71.077353,w,45,70
2166948,42.350388,-71.077353,w,23,46
2166948,42.350388,-71.077353,w,48,64
2166949,42.350388,-71.077353,w,22,55
2166950,42.350388,-71.077353,w,24,39
2166950,42.350388,-71.077353,w,41,51
2166951,42.350388,-71.077353,w,26,82
2166952,42.350388,-71.077353,w,17,76
2166954,42.350388,-71.077353,w,28,89
2166955,42.350388,-71.077353,w,20,56
2166955,42.350388,-71.077353,w,57,76
2166956,42.350388,-71.077353,w,29,82
2166957,42.350388,-71.077353,w,25,81
2167006,42.353212,-71.074553,o,94,109
2167021,42.353212,-71.074553,o,80,83
2167600,42.354182,-71.073563,o,109,144
2167701,42.352738,-71.071676,o,65,79
2167702,42.351472,-71.070966,o,70,77
2167703,42.352738,-71.071676,o,63,70
2167709,42.353638,-71.071707,o,45,78
2167714,42.3524,-71.071554,o,30,39
2168520,42.350785,-71.079901,o,42,144
2168522,42.353791,-71.073451,o,50,56
2168530,42.35221,-71.071351,o,61,64
2169157,42.353751,-71.074911,o,123,144
2169585,42.350325,-71.076759,o,107,120
2169694,42.352125,-71.070882,o,105,121
2170452,42.35035,-71.079618,o,79,105
2171301,42.350699,-71.079861,o,60,66
2171997,42.349559,-71.07682,o,98,144
2172094,42.35084,-71.074093,o,47,59
2172748,42.351986,-71.074286,o,87,94
2173775,42.352289,-71.072111,o,33,43
2173778,42.349552,-71.079387,o,108,109
2175093,42.352476,-71.071233,o,87,99
2177261,42.351295,-71.072241,o,19,24
2177362,42.351472,-71.070966,o,48,55
2179555,42.351821,-71.077093,o,29,30
2179680,42.35265,-71.071149,o,63,64
2179714,42.35265,-71.071149,o,92,102
2179987,42.353414,-71.07441,o,86,144
2180588,42.352468,-71.071644,o,40,47
2180961,42.353857,-71.074332,o,46,79
2181164,42.350074,-71.077529,o,111,144
2181537,42.35084,-71.074093,o,87,109
2181542,42.35084,-71.074093,o,73,144
2181551,42.35084,-71.074093,o,66,74
2181569,42.35084,-71.074093,o,41,45
2181576,42.35084,-71.074093,o,32,36
2181582,42.35084,-71.074093,o,52,55
2181584,42.35084,-71.074093,o,41,43
2181979,42.349745,-71.078648,o,61,66
2182169,42.35092,-71.076897,o,49,53
2182170,42.35092,-71.076897,o,76,82
2182818,42.351891,-71.076866,o,109,144
2182883,42.350299,-71.078511,o,46,53
2182889,42.350299,-71.078511,o,71,76
2182913,42.350299,-71.078511,o,115,144
2182932,42.350299,-71.078511,o,57,96
2182945,42.350299,-71.078511,o,45,50
2182946,42.350299,-71.078511,o,66,67
2182947,42.350299,-71.078511,o,54,60
2182947,42.350299,-71.078511,o,70,79
2182976,42.350299,-71.078511,o,45,51
2182976,42.350299,-71.078511,o,54,64
2183000,42.352759,-71.071174,o,64,88
2183003,42.350299,-71.078511,o,26,28
2183004,42.350299,-71.078511,o,123,144
2183013,42.350299,-71.078511,o,74,82
2183015,42.350299,-71.078511,o,61,73
2183020,42.350299,-71.078511,o,84,85
2183033,42.350299,-71.078511,o,38,79
2183053,42.350299,-71.078511,o,21,30
2183057,42.350299,-71.078511,o,61,64
2183062,42.350299,-71.078511,o,16,38
2183070,42.350299,-71.078511,o,80,109
2183088,42.350299,-71.078511,o,50,57
2183104,42.350299,-71.078511,o,25,90
2183108,42.350299,-71.078511,o,9,14
2183111,42.350299,-71.078511,o,69,72
2183130,42.350299,-71.078511,o,69,72
2183138,42.350299,-71.078511,o,65,81
2183475,42.351867,-71.073397,o,59,89
2184225,42.350351,-71.076641,o,112,144
2184263,42.351807,-71.072273,o,72,84
2185275,42.350969,-71.078714,o,37,49
2185721,42.351535,-71.075478,o,70,78
2186572,42.35291,-71.072795,o,92,97
2186580,42.35291,-71.072795,o,106,114
2186629,42.35291,-71.072795,o,83,87
2186678,42.35291,-71.072795,o,81,86
2186682,42.35291,-71.072795,o,36,43
2187196,42.351641,-71.071291,o,73,110
2188428,42.351641,-71.071291,o,62,67
2188627,42.351383,-71.073983,o,16,27
2190116,42.353612,-71.075016,o,63,64
2190765,42.350246,-71.074841,o,88,99
2190856,42.350177,-71.077969,o,82,86
2191108,42.352742,-71.071609,o,97,105
2191529,42.350174,-71.077046,o,64,95
2192122,42.350456,-71.077771,o,94,97
2192193,42.353231,-71.077117,o,32,38
2192269,42.353231,-71.077117,o,89,104
2193101,42.352958,-71.073464,o,107,109
2193525,42.352476,-71.071233,o,66,69
2194263,42.35033,-71.076013,o,78,100
2194501,42.352443,-71.071278,o,18,20
2195881,42.353427,-71.073099,o,81,144
2196249,42.352289,-71.072111,o,43,49
2196862,42.353575,-71.072262,o,64,65
2197049,42.35369,-71.074066,w,29,90
2197050,42.35369,-71.074066,w,30,92
2197051,42.35369,-71.074066,w,28,90
2197052,42.35369,-71.074066,w,29,54
2197052,42.35369,-71.074066,w,57,89
2197053,42.35369,-71.074066,w,29,38
2197053,42.35369,-71.074066,w,44,91
2197054,42.35369,-71.074066,w,29,91
2197055,42.35369,-71.074066,w,30,91
2197056,42.35369,-71.074066,w,30,57
2197056,42.35369,-71.074066,w,58,90
2197057,42.35369,-71.074066,w,29,89
2197058,42.35369,-71.074066,w,30,91
2197060,42.35369,-71.074066,w,28,89
2197061,42.35369,-71.074066,w,28,89
2197062,42.35369,-71.074066,w,28,32
2197062,42.35369,-71.074066,w,59,89
2197066,42.35369,-71.074066,w,30,92
2197067,42.35369,-71.074066,w,29,89
2197070,42.35369,-71.074066,w,28,90
2197071,42.35369,-71.074066,w,28,89
2197072,42.35369,-71.074066,w,29,91
2197073,42.35369,-71.074066,w,28,47
2197073,42.35369,-71.074066,w,50,88
2197074,42.35369,-71.074066,w,30,91
2197075,42.35369,-71.074066,w,30,90
2197076,42.35369,-71.074066,w,29,89
2197077,42.35369,-71.074066,w,30,92
2197078,42.35369,-71.074066,w,30,91
2197079,42.35369,-71.074066,w,29,90
2197080,42.35369,-71.074066,w,29,62
2197080,42.35369,-71.074066,w,67,90
2197081,42.35369,-71.074066,w,29,91
2197082,42.35369,-71.074066,w,30,90
2197108,42.352877,-71.074392,o,87,88
2197132,42.353736,-71.075048,o,28,33
2197146,42.350179,-71.07698,o,95,144
2197758,42.352877,-71.074392,o,39,50
2197863,42.353204,-71.073532,o,30,56
2197869,42.353204,-71.073532,o,115,144
2197874,42.353204,-71.073532,o,16,31
2197877,42.353204,-71.073532,o,52,54
2197936,42.351734,-71.072814,o,94,144
2197938,42.349923,-71.074701,o,38,41
2197940,42.349923,-71.074701,o,26,27
2197985,42.349792,-71.07671,o,36,38
2197995,42.349792,-71.07671,o,46,73
2198004,42.349792,-71.07671,o,29,47
2198010,42.349792,-71.07671,o,5,17
2198010,42.349792,-71.07671,o,42,44
2198013,42.349792,-71.07671,o,104,112
2198394,42.35041,-71.078203,o,32,34
264559,42.349979,-71.075179,o,88,99
266883,42.353736,-71.075048,o,50,58
266889,42.353736,-71.075048,o,89,106
267399,42.353112,-71.071982,o,57,58
267433,42.352525,-71.075033,o,113,144
268803,42.350268,-71.075269,o,7,29
268820,42.351605,-71.070573,o,40,43
268867,42.351271,-71.071445,o,25,34
268899,42.35135,-71.071575,o,74,83
268909,42.351641,-71.071291,o,116,144
268918,42.35127,-71.071258,o,76,80
269090,42.352164,-71.075396,o,47,62
269389,42.352836,-71.07357,w,18,83
269390,42.352836,-71.07357,w,31,55
269390,42.352836,-71.07357,w,60,83
269391,42.352836,-71.07357,w,27,75
269392,42.352836,-71.07357,w,16,76
269393,42.352836,-71.07357,w,22,74
269394,42.352836,-71.07357,w,24,72
269396,42.352836,-71.07357,w,21,34
269396,42.352836,-71.07357,w,38,76
269397,42.352836,-71.07357,w,36,85
269398,42.352836,-71.07357,w,27,81
269400,42.352836,-71.07357,w,29,80
269401,42.352836,-71.07357,w,15,77
269402,42.352836,-71.07357,w,18,74
269403,42.352836,-71.07357,w,11,73
269405,42.352836,-71.07357,w,19,66
269406,42.352836,-71.07357,w,82,118
269407,42.352836,-71.07357,w,57,66
269407,42.352836,-71.07357,w,76,86
269408,42.352836,-71.07357,w,19,61
269409,42.352836,-71.07357,w,8,14
269409,42.352836,-71.07357,w,26,64
269410,42.352836,-71.07357,w,25,76
269411,42.352836,-71.07357,w,30,81
269412,42.352836,-71.07357,w,1,78
269413,42.352836,-71.07357,w,34,48
269414,42.352836,-71.07357,w,24,79
269416,42.352836,-71.07357,w,18,77
269417,42.352836,-71.07357,w,24,84
269419,42.352836,-71.07357,w,20,84
270635,42.352274,-71.071036,o,105,144
270784,42.353135,-71.071564,o,54,56
271143,42.352953,-71.07489,o,128,144
271542,42.354099,-71.073361,o,48,77
272539,42.353754,-71.071639,o,70,72
272619,42.353227,-71.07341,o,53,56
272882,42.352243,-71.073078,o,83,90
273456,42.350727,-71.074841,o,55,81
274521,42.35041,-71.078203,o,110,131
274761,42.35265,-71.071149,o,54,73
274767,42.35265,-71.071149,o,58,63
276147,42.353575,-71.072262,o,3,27
276903,42.350836,-71.07338,o,57,58
277056,42.352197,-71.072246,o,92,142
277058,42.352197,-71.072246,o,3,29
277849,42.350502,-71.075166,o,130,144
277850,42.350502,-71.075166,o,52,59
277882,42.353463,-71.071887,o,58,68
277939,42.353598,-71.072835,o,49,144
277966,42.350417,-71.075908,o,42,47
278062,42.350667,-71.075851,o,79,84
278161,42.351731,-71.07067,o,88,99
278803,42.349675,-71.076241,o,94,95
280688,42.35159,-71.072387,w,62,103
280689,42.35159,-71.072387,w,61,102
280690,42.35159,-71.072387,w,62,103
280691,42.35159,-71.072387,w,61,101
280693,42.35159,-71.072387,w,62,104
280694,42.35159,-71.072387,w,62,102
280695,42.35159,-71.072387,w,62,103
282055,42.350994,-71.075028,o,44,78
282252,42.350397,-71.075023,w,16,64
282253,42.350397,-71.075023,w,22,78
282254,42.350397,-71.075023,w,72,83
282254,42.350397,-71.075023,w,87,95
282255,42.350397,-71.075023,w,79,120
282256,42.350397,-71.075023,w,29,73
282257,42.350397,-71.075023,w,33,50
282257,42.350397,-71.075023,w,55,78
282258,42.350397,-71.075023,w,18,69
282259,42.350397,-71.075023,w,15,66
282260,42.350397,-71.075023,w,12,42
282260,42.350397,-71.075023,w,46,70
282261,42.350397,-71.075023,w,33,105
282262,42.350397,-71.075023,w,72,144
282263,42.350397,-71.075023,w,14,70
282265,42.350397,-71.075023,w,17,86
282266,42.350397,-71.075023,w,36,86
282267,42.350397,-71.075023,w,28,67
282267,42.350397,-71.075023,w,69,73
282268,42.350397,-71.075023,w,21,75
282269,42.350397,-71.075023,w,71,91
282270,42.350397,-71.075023,w,56,79
282271,42.350397,-71.075023,w,18,70
282272,42.350397,-71.075023,w,33,80
282273,42.350397,-71.075023,w,26,69
282274,42.350397,-71.075023,w,13,81
282275,42.350397,-71.075023,w,39,82
282276,42.350397,-71.075023,w,17,76
282464,42.35182,-71.074192,o,60,67
282465,42.35182,-71.074192,o,7,31
282469,42.35182,-71.074192,o,54,56
282480,42.35182,-71.074192,o,19,23
283996,42.350479,-71.075463,o,95,101
284074,42.350076,-71.076127,o,30,33
284743,42.351979,-71.071774,o,46,55
285048,42.35224,-71.071177,o,86,124
286454,42.350836,-71.07338,o,77,83
286461,42.350836,-71.07338,o,58,93
287385,42.350076,-71.076127,o,119,144
287402,42.350076,-71.076127,o,72,74
288397,42.352322,-71.073036,o,69,97
290692,42.350174,-71.077046,o,116,144
290694,42.350174,-71.077046,o,32,34
291754,42.351745,-71.077075,o,57,66
292074,42.352809,-71.076379,o,47,49
292338,42.351149,-71.076482,o,66,70
292385,42.353357,-71.075304,o,48,66
292517,42.351243,-71.071392,o,67,72
292519,42.351243,-71.071392,o,57,62
292536,42.352979,-71.073206,o,36,80
294060,42.349975,-71.075168,o,100,144
294068,42.349975,-71.075168,o,49,59
294069,42.349975,-71.075168,o,72,77
294074,42.349975,-71.075168,o,103,144
294083,42.349975,-71.075168,o,57,144
294084,42.349975,-71.075168,o,77,81
294089,42.350665,-71.072948,o,108,144
294094,42.349975,-71.075168,o,67,75
294098,42.349975,-71.075168,o,111,144
294099,42.349975,-71.075168,o,21,42
294117,42.352817,-71.072577,o,84,87
294121,42.349975,-71.075168,o,101,144
294754,42.352979,-71.073206,o,49,67
294755,42.352979,-71.073206,o,81,87
294784,42.352975,-71.074927,o,36,44
294959,42.351271,-71.071445,o,38,43
295662,42.352696,-71.072616,o,56,57
296413,42.351094,-71.072142,o,90,144
296553,42.351833,-71.076592,o,47,51
297568,42.35212,-71.071222,o,99,105
297802,42.353423,-71.073853,o,43,50
297822,42.353423,-71.073853,o,59,80
298519,42.35035,-71.079083,o,66,71
299127,42.352953,-71.07489,o,56,92
299182,42.35357,-71.073048,o,76,144
300111,42.349951,-71.075143,o,47,52
300734,42.35033,-71.076013,o,44,54
301686,42.351425,-71.076737,o,45,47
301983,42.352515,-71.071241,o,14,17
302395,42.351833,-71.076592,o,61,71
302593,42.350081,-71.07756,o,70,144
302640,42.351439,-71.070692,o,42,46
303462,42.350658,-71.076566,o,44,55
304356,42.350583,-71.073673,o,46,57
304361,42.351971,-71.07492,o,104,106
304383,42.353205,-71.076409,o,113,125
305016,42.351764,-71.071584,o,86,144
305464,42.352767,-71.07257,o,13,24
305466,42.352767,-71.07257,o,75,92
305537,42.351819,-71.071637,w,32,68
305538,42.351819,-71.071637,w,32,68
305539,42.351819,-71.071637,w,32,50
305539,42.351819,-71.071637,w,58,67
305540,42.351819,-71.071637,w,32,67
305541,42.351819,-71.071637,w,32,67
305542,42.351819,-71.071637,w,33,68
305544,42.351819,-71.071637,w,31,66
305545,42.351819,-71.071637,w,33,47
305545,42.351819,-71.071637,w,50,70
305546,42.351819,-71.071637,w,33,69
305547,42.351819,-71.071637,w,33,44
305547,42.351819,-71.071637,w,46,69
306067,42.350011,-71.075847,w,19,79
306068,42.350011,-71.075847,w,17,77
306069,42.350011,-71.075847,w,18,79
306070,42.350011,-71.075847,w,18,78
306071,42.350011,-71.075847,w,18,79
306072,42.350011,-71.075847,w,17,77
306073,42.350011,-71.075847,w,19,81
306074,42.350011,-71.075847,w,17,79
306076,42.350011,-71.075847,w,18,79
306077,42.350011,-71.075847,w,18,79
306078,42.350011,-71.075847,w,19,80
306079,42.350011,-71.075847,w,17,78
306080,42.350011,-71.075847,w,19,79
306081,42.350011,-71.075847,w,18,79
306082,42.350011,-71.075847,w,18,79
306084,42.350011,-71.075847,w,18,42
306084,42.350011,-71.075847,w,56,80
306085,42.350011,-71.075847,w,18,79
306086,42.350011,-71.075847,w,18,79
306087,42.350011,-71.075847,w,17,78
306088,42.350011,-71.075847,w,19,79
306089,42.350011,-71.075847,w,17,77
306091,42.350011,-71.075847,w,19,79
306092,42.350011,-71.075847,w,18,78
306093,42.350011,-71.075847,w,19,59
306093,42.350011,-71.075847,w,64,80
306094,42.350011,-71.075847,w,18,80
306095,42.350011,-71.075847,w,17,78
306096,42.350011,-71.075847,w,19,80
306097,42.350011,-71.075847,w,17,78
306098,42.350011,-71.075847,w,19,80
306099,42.350011,-71.075847,w,17,79
306100,42.350011,-71.075847,w,18,80
306101,42.350011,-71.075847,w,17,78
306103,42.350011,-71.075847,w,17,77
