"FID_TXT","PID_PRCPID","USE_MAIN","NUM_FLR","AREA_POL","AREA_BLD","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"489","0502695000","Residential",6,113.28,679.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,679.72,0.00,0.00,0.00,0.00,0.00
"490","0502696000","Residential",6,127.83,766.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,766.98,0.00,0.00,0.00,0.00,0.00
"491","0502697000","Residential",2,37.27,74.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.54,0.00,0.00,0.00,0.00,0.00
"492","0502697000","Residential",6,151.98,911.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,911.91,0.00,0.00,0.00,0.00,0.00
"493","0502698000","Residential",6,139.60,837.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,837.60,0.00,0.00,0.00,0.00,0.00
"494","0502699000","Residential",6,122.18,733.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.12,0.00,0.00,0.00,0.00,0.00
"495","0502700000","Residential",6,158.62,951.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,951.74,0.00,0.00,0.00,0.00,0.00
"496","0502701000","Residential",6,121.25,727.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727.51,0.00,0.00,0.00,0.00,0.00
"497","0502702000","Residential",6,137.13,822.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,822.79,0.00,0.00,0.00,0.00,0.00
"498","0502703000","Residential",5,175.69,878.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,878.47,0.00,0.00,0.00,0.00,0.00
"499","0502704000","Residential",5,188.65,943.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,943.28,0.00,0.00,0.00,0.00,0.00
"500","0502704001","Residential",4,277.51,1110.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1110.07,0.00,0.00,0.00,0.00,0.00
"501","0502705000","Residential",4,219.81,879.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,879.24,0.00,0.00,0.00,0.00,0.00
"502","0502706000","Residential",4,166.17,664.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.68,0.00,0.00,0.00,0.00,0.00
"503","0502707000","Residential",4,139.89,559.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,559.58,0.00,0.00,0.00,0.00,0.00
"505","0502709000","Residential",5,145.39,726.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.97,0.00,0.00,0.00,0.00,0.00
"506","0502710000","Residential",6,158.19,949.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,949.18,0.00,0.00,0.00,0.00,0.00
"507","0502711000","Residential",4,139.75,559.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,559.02,0.00,0.00,0.00,0.00,0.00
"508","0502712000","Residential",5,149.87,749.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.35,0.00,0.00,0.00,0.00,0.00
"509","0502713000","Residential",4,48.63,194.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.55,0.00,0.00,0.00,0.00,0.00
"510","0502713000","Residential",5,95.42,477.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.10,0.00,0.00,0.00,0.00,0.00
"511","0502714000","Residential",5,147.53,737.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,737.69,0.00,0.00,0.00,0.00,0.00
"512","0502715000","Residential",5,142.43,712.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.17,0.00,0.00,0.00,0.00,0.00
"513","0502716000","Residential",5,148.93,744.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,744.68,0.00,0.00,0.00,0.00,0.00
"514","0502717000","Residential",5,147.49,737.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,737.46,0.00,0.00,0.00,0.00,0.00
"515","0502718000","Residential",5,141.88,709.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.42,0.00,0.00,0.00,0.00,0.00
"516","0502719000","Residential",2,48.36,96.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.73,0.00,0.00,0.00,0.00,0.00
"517","0502719000","Residential",6,161.40,968.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,968.45,0.00,0.00,0.00,0.00,0.00
"518","0502720000","Residential",5,177.61,888.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,888.07,0.00,0.00,0.00,0.00,0.00
"519","0502721000","Residential",2,44.51,89.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.02,0.00,0.00,0.00,0.00,0.00
"520","0502721000","Residential",6,388.00,2328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2328.00,0.00,0.00,0.00,0.00,0.00
"521","0502723000","Residential",9,271.68,2445.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2445.20,0.00,0.00,0.00,0.00,0.00
"522","0502724000","Residential",5,81.93,409.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.66,0.00,0.00,0.00,0.00,0.00
"523","0502725000","Residential",6,177.49,1064.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1064.99,0.00,0.00,0.00,0.00,0.00
"524","0502726000","Residential",6,184.24,1105.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1105.44,0.00,0.00,0.00,0.00,0.00
"525","0502727000","Residential",6,139.94,839.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839.69,0.00,0.00,0.00,0.00,0.00
"526","0502728000","Residential",6,132.97,797.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,797.85,0.00,0.00,0.00,0.00,0.00
"527","0502729000","Residential",6,126.39,758.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,758.38,0.00,0.00,0.00,0.00,0.00
"528","0502730000","Residential",2,34.54,69.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.09,0.00,0.00,0.00,0.00,0.00
"529","0502730000","Residential",6,130.07,780.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.47,0.00,0.00,0.00,0.00,0.00
"530","0502731000","Residential",6,128.58,771.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.48,0.00,0.00,0.00,0.00,0.00
"531","0502732000","Residential",5,105.87,529.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529.37,0.00,0.00,0.00,0.00,0.00
"532","0502733000","Residential",5,34.95,174.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.78,0.00,0.00,0.00,0.00,0.00
"533","0502733000","Residential",5,132.31,661.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.59,0.00,0.00,0.00,0.00,0.00
"534","0502734000","Residential",6,143.15,858.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,858.90,0.00,0.00,0.00,0.00,0.00
"535","0502735000","Residential",6,118.88,713.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.28,0.00,0.00,0.00,0.00,0.00
"536","0502736000","Residential",6,121.67,730.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730.06,0.00,0.00,0.00,0.00,0.00
"537","0502737000","Residential",6,93.73,562.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,562.43,0.00,0.00,0.00,0.00,0.00
"538","0502738000","Residential",6,129.49,776.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776.98,0.00,0.00,0.00,0.00,0.00
"539","0502739000","Residential",6,137.50,825.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,825.05,0.00,0.00,0.00,0.00,0.00
"540","0502740000","Residential",6,135.42,812.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,812.53,0.00,0.00,0.00,0.00,0.00
"541","0502741000","Residential",6,268.72,1612.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1612.35,0.00,0.00,0.00,0.00,0.00
"542","0502743000","Residential",6,111.98,671.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,671.88,0.00,0.00,0.00,0.00,0.00
"543","0502744000","Residential",6,150.65,903.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,903.92,0.00,0.00,0.00,0.00,0.00
"544","0502745000","Residential",6,110.40,662.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,662.41,0.00,0.00,0.00,0.00,0.00
"545","0502746000","Residential",6,125.91,755.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.50,0.00,0.00,0.00,0.00,0.00
"546","0502747000","Residential",6,101.74,610.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,610.49,0.00,0.00,0.00,0.00,0.00
"547","0502748000","Residential",6,125.66,754.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,754.01,0.00,0.00,0.00,0.00,0.00
"548","0502749000","Residential",6,100.20,601.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,601.25,0.00,0.00,0.00,0.00,0.00
"549","0502750010","Residential",6,217.22,1303.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1303.37,0.00,0.00,0.00,0.00,0.00
"550","0502752000","Residential",2,30.28,60.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.57,0.00,0.00,0.00,0.00,0.00
"551","0502752000","Residential",6,128.08,768.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,768.52,0.00,0.00,0.00,0.00,0.00
"552","0502753000","Residential",4,159.37,637.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,637.50,0.00,0.00,0.00,0.00,0.00
"553","0502754000","Residential",4,113.92,455.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.71,0.00,0.00,0.00,0.00,0.00
"554","0502755000","Residential",4,106.44,425.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425.77,0.00,0.00,0.00,0.00,0.00
"557","0502757000","Residential",6,150.77,904.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,904.63,0.00,0.00,0.00,0.00,0.00
"558","0502758000","Residential",2,42.03,84.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.06,0.00,0.00,0.00,0.00,0.00
"559","0502758000","Residential",5,147.78,738.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.94,0.00,0.00,0.00,0.00,0.00
"560","0502759000","Residential",4,44.11,176.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.45,0.00,0.00,0.00,0.00,0.00
"561","0502759000","Residential",5,117.17,585.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.87,0.00,0.00,0.00,0.00,0.00
"562","0502760000","Residential",5,167.99,839.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839.99,0.00,0.00,0.00,0.00,0.00
"563","0502761000","Residential",2,23.60,47.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.20,0.00,0.00,0.00,0.00,0.00
"564","0502761000","Residential",6,159.39,956.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,956.34,0.00,0.00,0.00,0.00,0.00
"565","0502762000","Residential",6,167.01,1002.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1002.11,0.00,0.00,0.00,0.00,0.00
"566","0502763000","Residential",6,104.83,629.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629.02,0.00,0.00,0.00,0.00,0.00
"567","0502764000","Residential",6,117.25,703.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703.53,0.00,0.00,0.00,0.00,0.00
"568","0502765000","Residential",5,110.54,552.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552.71,0.00,0.00,0.00,0.00,0.00
"569","0502766000","Residential",5,125.16,625.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.82,0.00,0.00,0.00,0.00,0.00
"570","0502767000","Residential",5,126.31,631.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.55,0.00,0.00,0.00,0.00,0.00
"571","0502768000","Residential",2,31.07,62.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.15,0.00,0.00,0.00,0.00,0.00
"572","0502768000","Residential",6,110.51,663.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,663.10,0.00,0.00,0.00,0.00,0.00
"573","0502769000","Residential",6,118.37,710.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.23,0.00,0.00,0.00,0.00,0.00
"574","0502770000","Residential",6,107.59,645.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.55,0.00,0.00,0.00,0.00,0.00
"575","0502771000","Residential",2,45.08,90.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.17,0.00,0.00,0.00,0.00,0.00
"576","0502771000","Residential",6,111.53,669.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,669.23,0.00,0.00,0.00,0.00,0.00
"577","0502772000","Residential",6,117.42,704.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704.55,0.00,0.00,0.00,0.00,0.00
"581","0502776000","Residential",10,368.79,3687.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3687.92,0.00,0.00,0.00,0.00,0.00
"582","0502777000","Residential",2,65.07,130.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.15,0.00,0.00,0.00,0.00,0.00
"583","0502777000","Residential",6,79.34,476.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476.07,0.00,0.00,0.00,0.00,0.00
"584","0502777000","Residential",7,53.55,374.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.89,0.00,0.00,0.00,0.00,0.00
"585","0502778000","Residential",2,25.94,51.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.89,0.00,0.00,0.00,0.00,0.00
"586","0502778000","Residential",6,110.21,661.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.26,0.00,0.00,0.00,0.00,0.00
"587","0502779000","Residential",6,75.23,451.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451.41,0.00,0.00,0.00,0.00,0.00
"588","0502780000","Residential",6,98.09,588.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.59,0.00,0.00,0.00,0.00,0.00
"589","0502781000","Residential",6,129.56,777.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,777.40,0.00,0.00,0.00,0.00,0.00
"590","0502782000","Residential",6,121.29,727.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727.76,0.00,0.00,0.00,0.00,0.00
"591","0502784010","Residential",2,45.47,90.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.95,0.00,0.00,0.00,0.00,0.00
"592","0502784010","Residential",6,246.92,1481.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1481.56,0.00,0.00,0.00,0.00,0.00
"593","0502785000","Residential",6,110.77,664.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.67,0.00,0.00,0.00,0.00,0.00
"594","0502786000","Residential",5,178.25,891.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,891.25,0.00,0.00,0.00,0.00,0.00
"595","0502787000","Residential",5,114.87,574.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,574.38,0.00,0.00,0.00,0.00,0.00
"596","0502787000","Residential",6,254.35,1526.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1526.13,0.00,0.00,0.00,0.00,0.00
"597","0502788000","Residential",5,74.10,370.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.53,0.00,0.00,0.00,0.00,0.00
"598","0502788000","Residential",6,137.80,826.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,826.85,0.00,0.00,0.00,0.00,0.00
"599","0502789000","Residential",6,61.16,367.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.01,0.00,0.00,0.00,0.00,0.00
"600","0502789000","Residential",6,115.23,691.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,691.39,0.00,0.00,0.00,0.00,0.00
"601","0502790000","Residential",6,142.15,852.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.94,0.00,0.00,0.00,0.00,0.00
"602","0502791000","Residential",2,56.71,113.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.42,0.00,0.00,0.00,0.00,0.00
"603","0502791000","Residential",6,126.27,757.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,757.64,0.00,0.00,0.00,0.00,0.00
"604","0502792000","Residential",5,77.68,388.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388.44,0.00,0.00,0.00,0.00,0.00
"605","0502792000","Residential",6,147.10,882.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,882.64,0.00,0.00,0.00,0.00,0.00
"606","0502793000","Residential",6,43.63,261.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.78,0.00,0.00,0.00,0.00,0.00
"607","0502793000","Residential",6,113.25,679.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,679.54,0.00,0.00,0.00,0.00,0.00
"608","0502794000","Residential",5,121.66,608.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,608.30,0.00,0.00,0.00,0.00,0.00
"609","0502795000","Residential",5,112.29,561.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.49,0.00,0.00,0.00,0.00,0.00
"610","0502796000","Residential",8,378.36,3026.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3026.93,0.00,0.00,0.00,0.00,0.00
"611","0502797010","Residential",6,206.20,1237.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237.24,0.00,0.00,0.00,0.00,0.00
"612","0502797010","Residential",6,266.99,1601.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1601.98,0.00,0.00,0.00,0.00,0.00
"613","0502800000","Residential",6,151.34,908.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.04,0.00,0.00,0.00,0.00,0.00
"614","0502801000","Residential",6,130.69,784.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,784.18,0.00,0.00,0.00,0.00,0.00
"617","0502803000","Residential",6,125.47,752.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752.83,0.00,0.00,0.00,0.00,0.00
"622","0502806000","Residential",6,144.25,865.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.52,0.00,0.00,0.00,0.00,0.00
"623","0502807000","Residential",2,27.04,54.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.09,0.00,0.00,0.00,0.00,0.00
"624","0502807000","Residential",6,138.01,828.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828.08,0.00,0.00,0.00,0.00,0.00
"625","0502808000","Residential",2,37.29,74.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.59,0.00,0.00,0.00,0.00,0.00
"626","0502808000","Residential",7,149.69,1047.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1047.87,0.00,0.00,0.00,0.00,0.00
"627","0502809000","Residential",6,167.21,1003.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003.27,0.00,0.00,0.00,0.00,0.00
"628","0502810000","Residential",2,28.40,56.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.81,0.00,0.00,0.00,0.00,0.00
"629","0502810000","Residential",6,151.98,911.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,911.90,0.00,0.00,0.00,0.00,0.00
"630","0502811000","Residential",6,161.31,967.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,967.91,0.00,0.00,0.00,0.00,0.00
"631","0502812000","Residential",2,19.99,39.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.99,0.00,0.00,0.00,0.00,0.00
"632","0502812000","Residential",6,133.87,803.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,803.24,0.00,0.00,0.00,0.00,0.00
"633","0502813000","Residential",6,78.56,471.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,392.80,0.00,78.56,0.00,0.00,0.00
"634","0502813000","Residential",7,56.18,393.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.12,0.00,56.18,0.00,0.00,0.00
"636","0502815000","Residential",6,129.14,774.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,774.86,0.00,0.00,0.00,0.00,0.00
"637","0502816000","Residential",6,124.90,749.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.41,0.00,0.00,0.00,0.00,0.00
"638","0502817000","Residential",6,122.61,735.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.68,0.00,0.00,0.00,0.00,0.00
"639","0502818000","Residential",7,131.80,922.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922.63,0.00,0.00,0.00,0.00,0.00
"640","0502819000","Residential",7,140.18,981.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.29,0.00,0.00,0.00,0.00,0.00
"643","0502821000","Residential",2,41.73,83.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73,41.73,0.00,0.00,0.00,0.00,0.00
"644","0502821000","Residential",6,180.46,1082.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.46,902.31,0.00,0.00,0.00,0.00,0.00
"645","0502822000","Residential",6,166.31,997.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.31,831.59,0.00,0.00,0.00,0.00,0.00
"646","0502823000","Residential",6,372.51,2235.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2235.10,0.00,0.00,0.00,0.00,0.00
"647","0502824000","Residential",3,231.21,693.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,693.65,0.00,0.00,0.00,0.00,0.00
"648","0502824000","Residential",5,389.40,1947.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1947.03,0.00,0.00,0.00,0.00,0.00
"649","0502825000","Residential",2,181.65,363.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.30,0.00,0.00,0.00,0.00,0.00
"650","0502825000","Residential",5,287.24,1436.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1436.23,0.00,0.00,0.00,0.00,0.00
"651","0502826000","Residential",4,243.55,974.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,974.23,0.00,0.00,0.00,0.00,0.00
"652","0502826000","Residential",4,309.36,1237.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237.45,0.00,0.00,0.00,0.00,0.00
"653","0502827000","Residential",5,216.51,1082.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1082.58,0.00,0.00,0.00,0.00,0.00
"654","0502828000","Residential",6,225.03,1350.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1350.21,0.00,0.00,0.00,0.00,0.00
"655","0502829000","Residential",3,41.82,125.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.46,0.00,0.00,0.00,0.00,0.00
